ds,spend,y
2023-10-01,4831750.0,4.83175
2023-11-01,7513000.0,7.513
2023-12-01,1577000.0,1.577
2024-01-01,10950788.4,10.9507884
2024-02-01,8315179.55,8.31517955
2024-03-01,7876468.8,7.8764688
2024-04-01,10957325.29,10.957325289999998
2024-05-01,3961481.1,3.9614811000000003
2024-06-01,2788667.2,2.7886672000000003
2024-07-01,6020705.3,6.0207052999999995
2024-08-01,3876500.0,3.8765
2024-09-01,5494797.85,5.494797849999999
2024-10-01,7118587.85,7.11858785
2024-11-01,9687879.53,9.68787953
