material,model,fold,origin,seconds,status,MAE,RMSE,MAPE,sMAPE,MASE,Bias,PICP
HOSE Pipe & Accessories,NeuralProphet,1,2024-07-01,69.89446306228638,ok,0.7420210139732362,0.972104259328346,210.44014645911417,71.68604223114087,0.9035196244664857,0.6082351069145202,0.3333333333333333
HOSE Pipe & Accessories,NeuralProphet,2,2024-06-01,62.90839457511902,ok,0.9211611907157898,1.0879737541186176,263.6490427463899,95.82472629945765,1.106281944989772,0.9211611907157898,0.0
HOSE Pipe & Accessories,NeuralProphet,3,2024-05-01,58.336461544036865,ok,1.2459961490275064,1.3592165572339752,420.43096839655095,125.51279674718778,1.4862803218478258,1.2459961490275064,0.0
HOSE Pipe & Accessories,NeuralProphet,4,2024-04-01,57.28273940086365,ok,1.1034970902379355,1.1102397794974923,293.97105203866545,109.69887558567157,1.316502600941455,1.1034970902379355,0.0
HOSE Pipe & Accessories,NeuralProphet,5,2024-03-01,62.79332447052002,ok,0.7964423110903421,0.798432699398587,170.4792666552289,85.453728269853,0.952374053445456,0.28254934861831665,0.0
HOSE Pipe & Accessories,TCN,0,2024-08-01,26.14527416229248,ok,0.9444939536924549,1.093666650645771,68.12631983989364,108.8356144676774,1.167349757131505,-0.9444939536924549,1.0
HOSE Pipe & Accessories,TCN,1,2024-07-01,24.570359230041504,ok,0.5835186347519347,0.9011397677354783,42.53867123137896,65.1183513841421,0.7105196858471728,-0.5835186347519347,1.0
HOSE Pipe & Accessories,TCN,2,2024-06-01,29.973538637161255,ok,0.16214998925682994,0.20233003248862813,33.990851152177505,46.7009432874461,0.19473639065897483,-0.16183350722386233,1.0
HOSE Pipe & Accessories,TCN,3,2024-05-01,25.306917190551758,ok,0.13273654728494025,0.16562011041659075,39.21989222647769,55.7022249654115,0.15833413158909765,-0.13124008798527556,1.0
HOSE Pipe & Accessories,TCN,4,2024-04-01,26.146293878555298,ok,0.3627397369372307,0.44209189460577175,65.28765456761,103.11893182233776,0.43275855583789063,-0.3627397369372307,1.0
HOSE Pipe & Accessories,TCN,5,2024-03-01,27.022790670394897,ok,0.7275730233686101,0.9149482794651697,70.93430019664555,117.03719557497058,0.8700211676279578,-0.7275730233686101,0.6666666666666666
O-RING,ARIMA,0,2024-08-01,2.01127552986145,ok,0.13156307948812437,0.13194913044954062,641.7026559460711,123.87922426366164,0.6237202103285086,0.05078177179770649,1.0
O-RING,ARIMA,1,2024-07-01,2.1905670166015625,ok,0.14159790423864652,0.14261572113624366,740.3861459674853,143.3184960423078,0.669497440407268,0.06273704604927295,1.0
O-RING,ARIMA,2,2024-06-01,2.3267273902893066,ok,0.09988478623141611,0.11485802812453456,27.79829529262455,89.3916448713716,0.47034541728335066,0.005431907972418326,1.0
O-RING,ARIMA,3,2024-05-01,2.240926504135132,ok,0.10906764535949649,0.12601200046289493,511.0625672182443,126.26494346891752,0.5109570575159001,0.09559840274515614,1.0
O-RING,ARIMA,4,2024-04-01,3.25478196144104,ok,0.059012225141421105,0.08536743367135274,342.3403561173478,61.75153711347347,0.27128246061368594,0.03836392457573665,1.0
O-RING,ARIMA,5,2024-03-01,3.7149410247802734,ok,0.05246877394234104,0.08454377234923191,338.70959035354036,57.93042909451847,0.2374233367768503,0.044897344839643506,1.0
O-RING,AutoTS,0,2024-08-01,115.24208331108093,ok,0.07489169607280889,0.11198594029395637,109.89304067415387,80.36561207542996,0.35504994720504046,-0.05333465801746782,1.0
O-RING,AutoTS,1,2024-07-01,77.71214747428894,ok,0.1293270576737897,0.13273469464100235,499.93489867319374,150.91066749473023,0.6114789237422471,0.01672900641541722,0.6666666666666666
O-RING,AutoTS,2,2024-06-01,83.76891732215881,ok,0.2437523573156446,0.26166062592850714,79.79673567965837,157.49157114927223,1.1478004663273518,0.00809606697602211,0.0
O-RING,AutoTS,3,2024-05-01,79.50104975700378,ok,0.119200486748749,0.1256304216834118,591.2591403949998,139.03104429294723,0.558427109734067,0.07341925616034717,0.3333333333333333
O-RING,AutoTS,4,2024-04-01,90.4469907283783,ok,0.07526333756384525,0.09523891524099096,368.92984650331323,68.24630140881403,0.34598972262761063,0.07526333756384525,0.6666666666666666
